"IndividualId","Time [min]","Organism|PeripheralVenousBlood|DrugX|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Liver|Periportal|Intracellular|DrugX-CYP3A4-Optimized Metabolite|Fraction of dose-DrugX","Organism|DrugX-CYP3A4-Optimized Metabolite|Total fraction of dose-DrugX"
4,375,0.005058791,0.46148047,0.94283104
4,390,0.0045817257,0.46314302,0.9445554
4,405,0.004164644,0.46465728,0.94612694
4,420,0.0037993642,0.46604168,0.9475646
4,435,0.003478892,0.46731222,0.9488849
4,450,0.0031972313,0.4684826,0.950102
4,465,0.0029492283,0.46956486,0.95122826
4,480,0.0027304413,0.47056925,0.95227426
4,495,0.002537038,0.47150478,0.9532494
4,510,0.0023657074,0.47237927,0.9541616
4,525,0.0022135885,0.4731995,0.95501786
4,540,0.0020782037,0.4739713,0.9558243
4,555,0.0019574056,0.4746999,0.95658624
4,570,0.0018493321,0.4753898,0.95730823
4,585,0.0017523704,0.47604486,0.95799434
4,600,0.0016651221,0.47666854,0.95864815
